dialog,movie,character,_id
We will fight for you.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cdbe49b7ed9587226e794a0),ObjectId(5cd96e05de30eff6ebcced40)
Swear it.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfea4),ObjectId(5cd96e05de30eff6ebcced41)
We will die for Saruman.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cdbe49b7ed9587226e794a0),ObjectId(5cd96e05de30eff6ebcced42)
The Horse-Men took your lands.They drove your people into the hillsto scratch a living off rocks.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfea4),ObjectId(5cd96e05de30eff6ebcced43)
Murderers!,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cdbe49b7ed9587226e794a0),ObjectId(5cd96e05de30eff6ebcced44)
"Because 10,000 Orcs now stand between Frodo and Mount Doom.",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfea0),ObjectId(5cd96e05de30eff6ebcced45)
Let him stay there! Let him rot! Why should we care?,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfd23),ObjectId(5cd96e05de30eff6ebcced46)
We have only to remove thosewho oppose us.It will begin in Rohan.Too long have these peasantsstood against you.But no more.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfea4),ObjectId(5cd96e05de30eff6ebcced47)
Eothain! Eothain!You take your sister.You'll go faster with just two.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cdbe1e17ed9587226e7949d),ObjectId(5cd96e05de30eff6ebcced48)
The Forest of Fangornlies on our doorstep. Burn it.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfea4),ObjectId(5cd96e05de30eff6ebcced49)
"All dead. All rotten.Elves and Men and Orcses.A great battle long ago.Dead Marshes.Yes. Yes, that is their name.This way.Don't follow the lights.",ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfe9e),ObjectId(5cd96e05de30eff6ebcced4a)
Careful now! Or Hobbits go downto join the dead ones......and light little candlesof their own.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfe9e),ObjectId(5cd96e05de30eff6ebcced4b)
Frodo!,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfd0d),ObjectId(5cd96e05de30eff6ebcced4c)
Gollum?,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfc15),ObjectId(5cd96e05de30eff6ebcced4d)
Don't follow the lights.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfe9e),ObjectId(5cd96e05de30eff6ebcced4e)
Gollum!,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfc15),ObjectId(5cd96e05de30eff6ebcced4f)
Listen to me. You must ride to Edorasand raise the alarm. Do you understand me?,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cdbe1e17ed9587226e7949d),ObjectId(5cd96e05de30eff6ebcced50)
There are dead things!Dead faces in the water.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfd0d),ObjectId(5cd96e05de30eff6ebcced51)
Take back the lands they stole from you.Burn every village!,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfea4),ObjectId(5cd96e05de30eff6ebcced52)
What did you say?,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfc15),ObjectId(5cd96e05de30eff6ebcced53)
Master should be resting.Master needs to keep up his strength.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfe9e),ObjectId(5cd96e05de30eff6ebcced54)
Who are you?,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfc15),ObjectId(5cd96e05de30eff6ebcced55)
Mustn't ask us. Not its business.Gollum. Gollum.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfe9e),ObjectId(5cd96e05de30eff6ebcced56)
It must be getting near teatime. Leastways it would be in decent places where there is still teatime.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfd0d),ObjectId(5cd96e05de30eff6ebcced57)
We're not in decent places.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfe9e),ObjectId(5cd96e05de30eff6ebcced58)
So bright.So beautiful.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfe9e),ObjectId(5cd96e05de30eff6ebcced59)
Mr. Frodo!Are you all right?,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfd0d),ObjectId(5cd96e05de30eff6ebcced5a)
It's just a feeling. I don't think I'll be coming back.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfc15),ObjectId(5cd96e05de30eff6ebcced5b)
(strokes his own palm)Our precious.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfe9e),ObjectId(5cd96e05de30eff6ebcced5c)
Yes you will. Of course you will. That's just morbid thinking. We're going there and back again just like Mr Bilbo. You'll see.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfd0d),ObjectId(5cd96e05de30eff6ebcced5d)
I think these lands were once part of the Kingdom of Gondor.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfc15),ObjectId(5cd96e05de30eff6ebcced5e)
Mr Frodo? What is it?,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfd0d),ObjectId(5cd96e05de30eff6ebcced5f)
,ObjectId(5cd95395de30eff6ebccde5c),ObjectId(5cd99d4bde30eff6ebccfbe6),ObjectId(5cd96e05de30eff6ebcced60)
Who is she? This woman you sing of?,ObjectId(5cd95395de30eff6ebccde5c),ObjectId(5cd99d4bde30eff6ebccfc15),ObjectId(5cd96e05de30eff6ebcced61)
Tis the Lady of L'thien. The Elf Maiden who gave her love to Beren ... a mortal.,ObjectId(5cd95395de30eff6ebccde5c),ObjectId(5cd99d4bde30eff6ebccfbe6),ObjectId(5cd96e05de30eff6ebcced62)
"Mr Frodo, look! The King has got a crown again.",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfd0d),ObjectId(5cd96e05de30eff6ebcced63)
What are they eating when they can't get hobbit?,ObjectId(5cd95395de30eff6ebccde5c),ObjectId(5cd99d4bde30eff6ebccfc7c),ObjectId(5cd96e05de30eff6ebcced64)
What happened to her?,ObjectId(5cd95395de30eff6ebccde5c),ObjectId(5cd99d4bde30eff6ebccfc15),ObjectId(5cd96e05de30eff6ebcced65)
She died.,ObjectId(5cd95395de30eff6ebccde5c),ObjectId(5cd99d4bde30eff6ebccfbe6),ObjectId(5cd96e05de30eff6ebcced66)
The power of Isengard is at your command,ObjectId(5cd95395de30eff6ebccde5c),ObjectId(5cd99d4bde30eff6ebccfea4),ObjectId(5cd96e05de30eff6ebcced67)
"Long ago, when there was a King.",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfc15),ObjectId(5cd96e05de30eff6ebcced68)
Sauron. Lord of the Earth,ObjectId(5cd95395de30eff6ebccde5c),ObjectId(5cd99d4bde30eff6ebccfea4),ObjectId(5cd96e05de30eff6ebcced69)
Stay close young hobbits.,ObjectId(5cd95395de30eff6ebccde5c),ObjectId(5cd99d4bde30eff6ebccfd23),ObjectId(5cd96e05de30eff6ebcced6a)
Frodo! Frodo!,ObjectId(5cd95395de30eff6ebccde5c),ObjectId(5cd99d4bde30eff6ebccfd06),ObjectId(5cd96e05de30eff6ebcced6b)
..and are never seen again,ObjectId(5cd95395de30eff6ebccde5c),ObjectId(5cd99d4bde30eff6ebccfd23),ObjectId(5cd96e05de30eff6ebcced6c)
"Your coming to us, is as the footsteps of doom. You bring great evil here!Ringbearer!",ObjectId(5cd95395de30eff6ebccde5c),ObjectId(5cd99d4bde30eff6ebccfd06),ObjectId(5cd96e05de30eff6ebcced6d)
"Well! Here's one dwarf she won't ensnare so easily! I have the eyes of a hawk, and ears of a fox!",ObjectId(5cd95395de30eff6ebccde5c),ObjectId(5cd99d4bde30eff6ebccfd23),ObjectId(5cd96e05de30eff6ebcced6e)
Mr Frodo?,ObjectId(5cd95395de30eff6ebccde5c),ObjectId(5cd99d4bde30eff6ebccfd0d),ObjectId(5cd96e05de30eff6ebcced6f)
You never know.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfd0d),ObjectId(5cd96e05de30eff6ebcced70)
"The dwarf breathes so loud, we could have shot him in the dark.",ObjectId(5cd95395de30eff6ebccde5c),ObjectId(5cd99d4bde30eff6ebccfd3f),ObjectId(5cd96e05de30eff6ebcced71)
"It's very special, that.It's the best salt in all the Shire.",ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfd0d),ObjectId(5cd96e05de30eff6ebcced72)
Oh!,ObjectId(5cd95395de30eff6ebccde5c),ObjectId(5cd99d4bde30eff6ebccfd23),ObjectId(5cd96e05de30eff6ebcced73)
We can't leave this here for someoneto follow us down.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfc15),ObjectId(5cd96e05de30eff6ebcced74)
"Mae govannen, Legolas Thranduilion.",ObjectId(5cd95395de30eff6ebccde5c),ObjectId(5cd99d4bde30eff6ebccfd3f),ObjectId(5cd96e05de30eff6ebcced75)
It is special. It's a little bit of home.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfc15),ObjectId(5cd96e05de30eff6ebcced76)
Sam. My dear Sam.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfc15),ObjectId(5cd96e05de30eff6ebcced77)
"Who's gonna follow us down hereMr. Frodo?It's a shame, really.Lady Galadriel gave me that.Real Elvish rope. Well, there's nothing for it.It's one of my knots.Won't come free in a hurry.",ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfd0d),ObjectId(5cd96e05de30eff6ebcced78)
Real Elvish rope.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfc15),ObjectId(5cd96e05de30eff6ebcced79)
"He didn't mean for a lot of thingsto happen, Sam......but they did.",ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfc15),ObjectId(5cd96e05de30eff6ebcced7a)
What food have we got left?,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfc15),ObjectId(5cd96e05de30eff6ebcced7b)
"Let me see.Oh, yes. Lovely.Lembas bread. And look!More lembas bread.",ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfd0d),ObjectId(5cd96e05de30eff6ebcced7c)
"I don't usually hold with foreign food.....but this Elvish stuff, it's not bad.",ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfd0d),ObjectId(5cd96e05de30eff6ebcced7d)
"Nothing ever dampens your spiritsdoes it, Sam?",ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfc15),ObjectId(5cd96e05de30eff6ebcced7e)
"My old sword, Sting, Here, take it, take it.",ObjectId(5cd95395de30eff6ebccde5c),ObjectId(5cd99d4bde30eff6ebccfc38),ObjectId(5cd96e05de30eff6ebcced7f)
Its so light!,ObjectId(5cd95395de30eff6ebccde5c),ObjectId(5cd99d4bde30eff6ebccfc15),ObjectId(5cd96e05de30eff6ebcced80)
"Mr. Frodo?It's the Ring, isn't it?",ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfd0d),ObjectId(5cd96e05de30eff6ebcced81)
"My my old ring. Well I should... very much like to hold it again, one last time.",ObjectId(5cd95395de30eff6ebccde5c),ObjectId(5cd99d4bde30eff6ebccfc38),ObjectId(5cd96e05de30eff6ebcced82)
It's getting heavier.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfc15),ObjectId(5cd96e05de30eff6ebcced83)
"Mordor. The one place in Middle-earthwe don't want to see any closer.And it's the one placewe're trying to get to.It's just where we can't get. Let's face it, Mr. Frodo, we're lost.I don't think Gandalf meant for us tocome this way.",ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfd0d),ObjectId(5cd96e05de30eff6ebcced84)
"The Ringbearer is setting out on the quest of Mount Doom and you who travel with him, no oath nor bond is laid to go further than you will, Farewell. Hold to your purpose and may the blessings of elves, and men, and all free folk, go with you.",ObjectId(5cd95395de30eff6ebccde5c),ObjectId(5cd99d4bde30eff6ebccfcc8),ObjectId(5cd96e05de30eff6ebcced85)
"I'm sorry I brought this upon you my boy, I'm sorry that you must carry this burden, I'm sorry for everything",ObjectId(5cd95395de30eff6ebccde5c),ObjectId(5cd99d4bde30eff6ebccfc38),ObjectId(5cd96e05de30eff6ebcced86)
"Yes Yes, Made by the elves you know. The blade glows blue when orcs are close and its times like that my lad, when you have to be extra careful. Here's a pretty thing. Mithril! as light as a feather and as hard as dragon scales. Let me see you put it on, go on.",ObjectId(5cd95395de30eff6ebccde5c),ObjectId(5cd99d4bde30eff6ebccfc38),ObjectId(5cd96e05de30eff6ebcced87)
You are no elf,ObjectId(5cd95395de30eff6ebccde5c),ObjectId(5cd99d4bde30eff6ebccfc57),ObjectId(5cd96e05de30eff6ebcced88)
"Then we are here on a common purpose, friend.",ObjectId(5cd95395de30eff6ebccde5c),ObjectId(5cd99d4bde30eff6ebccfc57),ObjectId(5cd96e05de30eff6ebcced89)
"The shards of Narsil, The blade that cut the Ring from Sauron's hand, Ah!Its still sharp, but no more than a broken heirloom",ObjectId(5cd95395de30eff6ebccde5c),ObjectId(5cd99d4bde30eff6ebccfc57),ObjectId(5cd96e05de30eff6ebcced8a)
"Why do you fear the past. You are Isildur's heir, not Isildur himself. You are not bound to his fate",ObjectId(5cd95395de30eff6ebccde5c),ObjectId(5cd99d4bde30eff6ebccfc07),ObjectId(5cd96e05de30eff6ebcced8b)
"He's not dead. HE'S NOT DEAD, NO! NO! He's not dead.",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfe2e),ObjectId(5cd96e05de30eff6ebcced8c)
Farewell Peregrin son of Paladin.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfca1),ObjectId(5cd96e05de30eff6ebcced8d)
NO! NO!,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfe2e),ObjectId(5cd96e05de30eff6ebcced8e)
Who are you?,ObjectId(5cd95395de30eff6ebccde5c),ObjectId(5cd99d4bde30eff6ebccfc57),ObjectId(5cd96e05de30eff6ebcced8f)
I release you from my service. Go now and die and what way seems best to you.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfca1),ObjectId(5cd96e05de30eff6ebcced90)
"Come on soldier, move it.",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cdbe49b7ed9587226e794a0),ObjectId(5cd96e05de30eff6ebcced91)
I'm a friend of Gandalf the Grey,ObjectId(5cd95395de30eff6ebccde5c),ObjectId(5cd99d4bde30eff6ebccfbe6),ObjectId(5cd96e05de30eff6ebcced92)
"Hurry along there, hurry along.",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cdbe49b7ed9587226e794a0),ObjectId(5cd96e05de30eff6ebcced93)
"Gandalf! Where's Gandalf?, GANDALF!",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfe2e),ObjectId(5cd96e05de30eff6ebcced94)
Men of the South are welcome here,ObjectId(5cd95395de30eff6ebccde5c),ObjectId(5cd99d4bde30eff6ebccfbe6),ObjectId(5cd96e05de30eff6ebcced95)
Go on.Call for help. Squeal.No one's going to save you now.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cdbdecb6dc0baeae48cfa94),ObjectId(5cd96e05de30eff6ebcced96)
Pippin!,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfc7c),ObjectId(5cd96e05de30eff6ebcced97)
Aaaaaaaagh!,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfe2e),ObjectId(5cd96e05de30eff6ebcced98)
A red sun rises.Blood has been spilled this night.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfd81),ObjectId(5cd96e05de30eff6ebcced99)
Looks like meat's back on the menuboys.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cdbdecb6dc0baeae48cfab2),ObjectId(5cd96e05de30eff6ebcced9a)
Pippin.Let's go.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfc7c),ObjectId(5cd96e05de30eff6ebcced9b)
Riders of Rohan......what news from the Mark?,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfbe6),ObjectId(5cd96e05de30eff6ebcced9c)
"What business does an Elf, a Manand a Dwarf have in the Riddermark?Speak quickly!",ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cdbdecb6dc0baeae48cfa5a),ObjectId(5cd96e05de30eff6ebcced9d)
Just a mouthful......a bit of the flank.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cdbdecb6dc0baeae48cfa40),ObjectId(5cd96e05de30eff6ebcced9e)
"I would cut off your head, Dwarf......if it stood but a little higherfrom the ground.",ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cdbdecb6dc0baeae48cfa5a),ObjectId(5cd96e05de30eff6ebcced9f)
"Give me your name, horse-masterand I shall give you mine.",ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfd23),ObjectId(5cd96e05de30eff6ebcceda0)
"I am Aragorn, son of Arathorn.This is Gimli, son of Gloinand Legolas of the Woodland Realm.We are friends of Rohanand of Theoden, your king.",ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfbe6),ObjectId(5cd96e05de30eff6ebcceda1)
You would die before your stroke fell.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfd81),ObjectId(5cd96e05de30eff6ebcceda2)
"Theoden no longer recognizesfriend from foe. Not even his own kin. Saruman has poisoned the mindof the king......and claimed lordship over these lands. My company are those loyal to Rohan.And for that, we are banished.The White Wizard is cunning.He walks here and there, they say......as an old man hooded and cloaked.And everywhere, his spiesslip past our nets.",ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cdbdecb6dc0baeae48cfa5a),ObjectId(5cd96e05de30eff6ebcceda3)
Gamling.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfe19),ObjectId(5cd96e05de30eff6ebcceda4)
Very good sir.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cdbe49b7ed9587226e794a0),ObjectId(5cd96e05de30eff6ebcceda5)
My lord!,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfd0e),ObjectId(5cd96e05de30eff6ebcceda6)
Make haste across the Riddermark. Summon every able-bodied man to Dunharrow.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfe19),ObjectId(5cd96e05de30eff6ebcceda7)
I will.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfd0e),ObjectId(5cd96e05de30eff6ebcceda8)
Do you ride with us?,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfbe6),ObjectId(5cd96e05de30eff6ebcceda9)
Just to the encampment. It's tradition for the women of the court to farewell the men. The men have found their captain. They will follow you into battle. Even to death. You have given us hope.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cdbdecb6dc0baeae48cfa59),ObjectId(5cd96e05de30eff6ebccedaa)
Excuse me! I have a sword. Please accept it! I offer you my service Theoden King.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfc7c),ObjectId(5cd96e05de30eff6ebccedab)
"And gladly, I accept it. You shall be Meriadoc, esquire of Rohan.",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfe19),ObjectId(5cd96e05de30eff6ebccedac)
Your kinsmen may have no need to ride to war. I fear war already marches on their own lands.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfd81),ObjectId(5cd96e05de30eff6ebccedad)
"Now is the hour, Riders of Rohan. Oaths you have taken. Now fulfil them all, to Lord and Land! Hah!",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cdbdecb6dc0baeae48cfa5a),ObjectId(5cd96e05de30eff6ebccedae)
Why are there so few of youwhen you have lived so long? Are there Ent children?,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfe2e),ObjectId(5cd96e05de30eff6ebccedaf)
Bru-ra-hroom.There have been no Entingsfor a terrible long count of years.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd9d533844dc4c55e47afed),ObjectId(5cd96e05de30eff6ebccedb0)
Why is that?,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfc7c),ObjectId(5cd96e05de30eff6ebccedb1)
We lost the Entwives.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd9d533844dc4c55e47afed),ObjectId(5cd96e05de30eff6ebccedb2)
"Oh, I'm sorry. How did they die?",ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfe2e),ObjectId(5cd96e05de30eff6ebccedb3)
,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfe19),ObjectId(5cd96e05de30eff6ebccedb4)
"Horse men! I wish I could muster an army of Dwarves, fully armed and filthy.",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfd23),ObjectId(5cd96e05de30eff6ebccedb5)
"Can't say that I have. You, Pip?",ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfc7c),ObjectId(5cd96e05de30eff6ebccedb6)
Die? No.We lost them.And now we cannot find them. I don't suppose you've seen Entwives in the Shire?,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd9d533844dc4c55e47afed),ObjectId(5cd96e05de30eff6ebccedb7)
What do they look like?,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfe2e),ObjectId(5cd96e05de30eff6ebccedb8)
I don't remember now.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd9d533844dc4c55e47afed),ObjectId(5cd96e05de30eff6ebccedb9)
"Edoras and the Golden Hall of Meduseld. There dwells Theoden, King of Rohan...... whose mind is overthrown. Saruman's hold over King Theoden is now very strong.",ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfea0),ObjectId(5cd96e05de30eff6ebccedba)
Be careful what you say.Do not look for welcome here.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfea0),ObjectId(5cd96e05de30eff6ebccedbb)
"My lord, your son......he is dead. My lord? Uncle? Will you not go to him? Will you do nothing?",ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cdbdecb6dc0baeae48cfa59),ObjectId(5cd96e05de30eff6ebccedbc)
No. There is still hope for Frodo. He needs time and safe passage across the plains of Gorgoroth. We can give him that.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfbe6),ObjectId(5cd96e05de30eff6ebccedbd)
How?,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfd23),ObjectId(5cd96e05de30eff6ebccedbe)
Draw out Sauron's armies. Empty his lands. Then we gather our full strength and march on the Black Gate.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfbe6),ObjectId(5cd96e05de30eff6ebccedbf)
We cannot achieve victory through strength of arms.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cdbdecb6dc0baeae48cfa5a),ObjectId(5cd96e05de30eff6ebccedc0)
"Oh, he must have died sometime in the night. What a tragedy for the king......to lose his only son and heir.",ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfe9d),ObjectId(5cd96e05de30eff6ebccedc1)
"Certainty of death, small chance of success, what are we waiting for?",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfd23),ObjectId(5cd96e05de30eff6ebccedc2)
Sauron will suspect a trap. He will not take the bait.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfea0),ObjectId(5cd96e05de30eff6ebccedc3)
"Oh, I think he will.",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfbe6),ObjectId(5cd96e05de30eff6ebccedc4)
"Long have you hunted me. Long have I eluded you. No more! Behold, the Sword of Elendil!",ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfbe6),ObjectId(5cd96e05de30eff6ebccedc5)
"Yes, Mama.",ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cdbe73516d496d2c2940848),ObjectId(5cd96e05de30eff6ebccedc6)
"I don't want to leave.I don't want to go, Mama.",ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cdbdf007ed9587226e79499),ObjectId(5cd96e05de30eff6ebccedc7)
"Freda, I will find you there.",ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cdbe1e17ed9587226e7949d),ObjectId(5cd96e05de30eff6ebccedc8)
"Quickly!Go, child.",ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cdbe1e17ed9587226e7949d),ObjectId(5cd96e05de30eff6ebccedc9)
"Rohan, my lord......is ready to fall.",ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cd99d4bde30eff6ebccfea4),ObjectId(5cd96e05de30eff6ebccedca)
Theodred.Find the king's son!,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cdbdecb6dc0baeae48cfa5a),ObjectId(5cd96e05de30eff6ebccedcb)
Not for ourselves. But we can give Frodo his chance if we keep Sauron's eye fixed upon us. Keep him blind to all else that moves.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfbe6),ObjectId(5cd96e05de30eff6ebccedcc)
I've sent him to his death.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfea0),ObjectId(5cd96e05de30eff6ebccedcd)
A diversion.,ObjectId(5cd95395de30eff6ebccde5d),ObjectId(5cd99d4bde30eff6ebccfd81),ObjectId(5cd96e05de30eff6ebccedce)
Mordor will pay for this,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cdbe49b7ed9587226e794a0),ObjectId(5cd96e05de30eff6ebccedcf)
These Orcs are not from Mordor.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cdbdecb6dc0baeae48cfa5a),ObjectId(5cd96e05de30eff6ebccedd0)
He's alive.,ObjectId(5cd95395de30eff6ebccde5b),ObjectId(5cdbdecb6dc0baeae48cfa5a),ObjectId(5cd96e05de30eff6ebccedd1)
